id,commentText,Labels
UgiHBkJHYwNTU3gCoAEC,Aunty muje b do,6
Ugi2iKdEMiUD1HgCoAEC,Very good,3
UggYSp8Bqbuz53gCoAEC,So so so yummy and tasty,2
UggPEFcUIrtKZHgCoAEC,"I Loveeeeee Alloo Paratha, bt mai na aloo ko pahle hi chhil kar tab boil krti hun,, lekin dhaniya powder nhi dali kv ,, aaj shaam me pakka apke jaisa dhaniya powder mila kr  aloo paratha bnaungi & sab mil kar khayenge ,, U R GREAT MAM,,",4
UghihC6UT8Xe7ngCoAEC,thanks mam its so easy....,5
UggMlNGEV-cYpHgCoAEC,nice Nisha mam i love ur voice aap bolte hue bhut cute lgte ho love you so much,4
UghVed7ydykcgngCoAEC,Wow it looks very testy I like it,2
UgiFJ3an8evRAXgCoAEC,super ammaji.........swadist paranthas sikhaye aapne hamare liye........shukriya,5
UgiK0EMKBoZVC3gCoAEC,stuffed paratha,6
Ugjud_2oZz8s33gCoAEC,"thank u mam for the tasty recipes......
ur hand is like magician",5
UghaIyVKOMbUJHgCoAEC,nice,3
UggtpmIMv7la_ngCoAEC,mam you are too cute ..love you so much,4
UgiXHtWvUL6Q9XgCoAEC,mash krny k liay kanta istamal kryn tou achy sy hoty hyn,6
UgjOqPg3KmN5_XgCoAEC,Testy,2
UghoehsevnIsyHgCoAEC,nyc,3
Ugi_Vx2XfE-o2ngCoAEC,waaaooo mam yummy my fav ..,2
UghkxyfIj8SgnHgCoAEC,"Aloo ki paratha uff ..... I liked it sooooo much 
specially dis aloo ki paratha  recipe 
I can take this Paratha to skool, picnic everywhere I loved it soo much 
THANK YOU NISHA MAM",5
UghSkKKGSp9rNngCoAEC,great good recipe,2
UghFMLKlyMOK03gCoAEC,I have watched many videos on how to make paratas.This is a very nice video I have ever watched. Thank you mam,5
UggvC198o76AOXgCoAEC,"my mom made the cheese paratha, and It was awsome and the same expression for this too. Thank you mam for sharing your recipes. thank you very much.â˜ºðŸ‘ŒðŸ‘",1
UgjoDPGZKPH3D3gCoAEC,aalo tikki,6
Ugh5fl_XFq_t73gCoAEC,tq mamðŸ‘ðŸ‘ðŸ‘ðŸ‘,1
Uggo06I_x6vfoHgCoAEC,osm video,3
Ugiyxgmh78q0K3gCoAEC,Best aloo paratha recipe,2
UghXGNffc9ma3XgCoAEC,mam u are the best,4
Ught2qJR-Hwx-ngCoAEC,wow mam very yummy paratha,2
UghQJKTD65j5J3gCoAEC,aunty got skills man,4
Ugjlm6vJRn5xCHgCoAEC,Maine aap ki recipe try ki but tasty bne.thnx medam,5
UggKSXUuLJea9XgCoAEC,Easy recipe I'm going to try,2
UgiyOkNqZetayngCoAEC,WOW!!! Ham hamari gharpe Aloo Paratha banana try korengge. Thank you Nisha ji.,1
UgjVAo8gbalhkXgCoAEC,"Yummy...
love to eat aloo paratha..",2
Uggp-a6VRWiYVHgCoAEC,mam you are the best Agar mujhe kuch bana hai tho main apke channel pe hi dekhti hu your kids are great that they get so good food to eat thanks for the recipe,4
UggZ4EpRn7dypngCoAEC,wawa,3
Ughj3GTcqK9n33gCoAEC,this Recipe is very nice,2
UggQ_YBQjIVOBHgCoAEC,aunty u r great,4
Ughf5KQ6t0XFN3gCoAEC,and I am from Dubai i see it vidios,6
Ugj1eewPHgHnpXgCoAEC,I love it,6
Ugj0-sP9FQgB43gCoAEC,verry verry verry verry verry verry verry verry verry Nice,3
UgjOWZQn-xIiv3gCoAEC,ma'am ur voice is so cute and sweet.......,4
UgiukQHbqjJ7YHgCoAEC,thank u madam,1
Ugh8WSJao4GdkXgCoAEC,easy way to make yummy parashtas,2
Ugg_EcHWgfXDSngCoAEC,thanks mam itne testy pratho ki recepi btane ke liye I really like it so yummy uuummuuaa mam,5
UghyxZN_sa3-F3gCoAEC,mam apke recipes mujhe aur meri mom ko bhaut achhi lagti hai.mam  aap bhut achha explain karti hain.......ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹,4
UggUqmRloQY_h3gCoAEC,hiiii .Nisha ji   .mai aap Ki bahat badi faaaaan hun.aap Ki recipe hamesha bahat ache rahte...keep it up mam.,4
UgipUIJ9E-PqnXgCoAEC,"It is so nice , wow ! Thank's",6
UggxpS1PwSw1cngCoAEC,"hii Nisha MAM
I'm Adeeba Shamsi from KOLKATA 
I and my mother saw your RECIPE we loved it ,it was so yummy and so delicious
I have also saw your French fries that was also so crispy and ummm nice 
Your all RECIPE r soo gud
THNX 4 MAKING SUCH A BEAUTIFUL RECIPE",5
Ugi9D0Yor8CRHngCoAEC,nisha memâ¤ðŸ™aap best ho sach both ku6 seekha aapseðŸ˜Š,4
UgjVLwHHHcFnQHgCoAEC,good,3
UggoXP6TgOt48ngCoAEC,I like this recipe,2
Ugitr3wAneuEYHgCoAEC,Nisha mam luv u,6
UggUN0XRartLYXgCoAEC,"madam,your style of teaching is so nice and your voice is also very nice.. thank you",5
UgiZTMIwgJrUzXgCoAEC,kitna aacha smjate h ap,4
UghKTFO-u8D6BngCoAEC,heyyyy thankyou nisha ji partha is tooo good my hubby given me a compliment ...........,1
Uggqoul25i1sXngCoAEC,hello aunty my aaj iss recipe ko b try kari hu per my tho nahi khaiyi hu mere husband ko lunchme rakara di dekana hai kya bolthe ki ......now am waiting for compliment from my hubby,6
UgiSApOruwZ_-HgCoAEC,aap bahut aache se samjhati h thanks me ye recipi try karungi,5
UghMMCYiKnZV5HgCoAEC,So tasty yum yum yum,2
UgiRKOORW3VOIXgCoAEC,itna jyada atta aur itne kam aloo....,6
UgjWzzTNz2hmtXgCoAEC,"She looks and talks like one of those gold hearted aunties that you can rarely see in your neighbourhood. Btw, felt like my mom taught me through YouTube.",4
UghSJ9a6lSGGBHgCoAEC,thanks tai,1
UggAy5dA8lGi5XgCoAEC,Thank you so much aunty. aap ki recepi follow karke mene alu paratha banayi  or mera husband ne bohot pasand kiya hai. love you aunty.,1
UggW3NravNGuf3gCoAEC,Nishaben. Aluparatha. is. very. niceðŸ‘ðŸ‘ðŸ‘,2
UgjOPIpw47Ydi3gCoAEC,very good,3
Ugj2pnts9S2NnXgCoAEC,I like is aloo paratha I am First time aloo Partha bohot accha bana is a very Thank you,1
Ugh_rJEL6q7XAHgCoAEC,like u,4
UggzkCEgmD3vVHgCoAEC,gobi ke parathaâ˜º,6
UggjrmGHmH7nN3gCoAEC,Thanks Mam,1
Ugj7oLOKkx6bLngCoAEC,hlo mam apki raspei mujhe bhut pasand aati h mujhe jab b kuch bnana hota h to Mai apke vedeo dekhti hu thanks mam apne mujhe khana bnana sikha diya,5
UgjGPY9vc0N1u3gCoAEC,dreckige schluch skype:KansRack,6
UgiR7h-lkZYXxXgCoAEC,no reply for my message:(,6
Ugh7wFFnbxFs3ngCoAEC,"thankyou i have learnt a lot from you 
i really love the way you explain all the steps in easy ...",5
Ugg3zpLFTfjir3gCoAEC,very good parate,2
Ugjyxs80l5Lui3gCoAEC,Thanks,1
UggvP8L-mszhTHgCoAEC,Good,3
UggoQ6b8GHl4mngCoAEC,aalu paratha mujhse hamesha phat jata hai plz kuch sahi tarkeeb bataiye,7
UghjRIxT7g9WMHgCoAEC,"so nice,easy & tasty receipe",2
Ugj7R6phPs7TwngCoAEC,"love the way she talks , teaching like a mother  <3",4
Ugjk_D5-xEEfwngCoAEC,using more oil... now a days no one wil prefer more oil in any recipes...dont mind please...,6
UggCMVSfPQD_2XgCoAEC,wow..... I just learn how to cook all this from you... it's awsm... thanks,5
UggcnE6eAIvoOngCoAEC,Awesome,3
UgjwEiUgho3EhXgCoAEC,very tasty maza aa gaya,2
Ugjwu-vjhbNH-3gCoAEC,G8 video...just to ask have you used Red atta or White atta ??,5
UgjEtmiu2wJLZngCoAEC,thnk u very much ........it was too helpful.......keep uploading....ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜,1
UgjfXhhzroi0dHgCoAEC,nice,3
UginTb2Kwe3qeXgCoAEC,I try that and  I successful,6
Ugg37RjyQfh2PngCoAEC,didi hari methika paratha kese banate he,6
Ugxg3VBsNzJ-dd1VdeR4AaABAg,paratha super mam,2
UgxUKDhW6v8Ya6C6Dv54AaABAg,good,3
UgyicmrBWVpiu01GizB4AaABAg,so swt,4
Ugyivl7pBWqW70jQw594AaABAg,aunty is soo sweet ðŸ˜˜,4
UgzB8adUo6c6REfjWUl4AaABAg,u make it sound very easy.... moreover ur videos  encourage an amateur  to cook. I use to hate  going in d kitchen but  ur cooking skills  made  me conquer  my fear.  Thank You nisha ji.  u r a savior,5
UgyzElclc7-wu4-WbdZ4AaABAg,Super recipe thanku,5
UgyYGynAMEPpaBML76h4AaABAg,wow,3
UgzP4lg7xuLIKg3Cnup4AaABAg,tastyðŸ˜œðŸ˜œ,2
UgySwXfwwyBAFUVQj4l4AaABAg,Mai bhaut badhi fan ho Kyu ki aap accha cooker hai apaka dish tasty hohta hai,4
UgwP-gJbLobqaP9zHrp4AaABAg,hi didi,6
Ugz2LAdkPffokPxHjdx4AaABAg,wow super,3
UgyCqOrIOLXr66ry0WN4AaABAg,your recipes are so yummy maam,2
Ugg7qFb3Y4dmxXgCoAEC,nice videos,3
UgiO0CxEeX3yJHgCoAEC,nice mam,3
Ugj6u9r04YMEPngCoAEC,wow,3
Ugg8Ad4wk-H6N3gCoAEC,mam app ingredients jo vhaiye neeche likh dijiye topic ke saat asani hogi,6
Uggc8grN1w7kH3gCoAEC,i want to add a tips if nisha madam permits........i had just grated all boiled potato and mix all other ingredients and it helps me to make good semi chunky and smooth mix..and quite helpful in rolling chapatis...,6
UgjwwOFvwsLmhXgCoAEC,really amazing madam... me kelet try khup chhan banlet,4
Ugggk-EDW4IYx3gCoAEC,mam yu are very expert....the worst thing  for me is the rolling proces its very hhard,4
Ugg43F_CJ0AQWngCoAEC,"thnx mam....
ðŸ‘ŒðŸ‘Œ",1
UgjWZG3MUK7-u3gCoAEC,so testy recipe love it so much.,2
UgiYTa7UkcW_XngCoAEC,bahat acha recipe hai,2
Ughj48h6xrlleXgCoAEC,thank you Madam....this really helped for people like us who are out of India and have not many options to eat....i tried and it is delicious!!!,5
Ugi2I2E8E8STZ3gCoAEC,nice aloo ke parathe Nisha Maa,2
Ugg8pwWjC-kywXgCoAEC,I tried this and it turned out very tasty thankyou for the recipe nisha ms,5
UghvKiu0Cc80dngCoAEC,thnx a lot mam ur recipe helped me lot n was vry tasty when I prepared it.I love aloo paratha n dono how to prepare but de way u explained was too easy thnx,5
Ugg9rVXh6L9JSngCoAEC,"Thanks Nishaji. Meri mom ko bilkun pasand nahi the parathe, par  ye recipe dekhkar jab maine banaye...toh mom ko itne pasand aaye ki ab phir banane ke liye bol rahi hai.
BOHOT HI ACHHE BANE THEðŸ˜‹ðŸ˜‹",1
UghYZpzggxuWC3gCoAEC,you explain very clearly,4
UgivSyFl3GqsTngCoAEC,"its really super mam.....thankssss
all your recipes are super....",5
UghPQ6WED-BjyXgCoAEC,"hello nisha,ive tried ur alo paratha n it was just awesome,i just love u n ofcourse ur recipes.",5
UgjZ-vkCxf5FbXgCoAEC,Mam masala kya roasted he?,7
UgiA7h4KWGwTwngCoAEC,Lot of Oil,6
UghXtlPFiKXrmHgCoAEC,Your cooking is very well,4
Ugijsul3OU8CaXgCoAEC,wow mam it is amazing & ur so sweet mam thank you for delicious recipes.: ),5
UghPlITCtzrw4XgCoAEC,yummy recipe,2
Ugj76CzMQOAgkngCoAEC,ok,6
UggI5pp6GONzxngCoAEC,nice way u present...... i like u r way of lang.............,4
UgivYTUK8OkMAHgCoAEC,great mam...... think you so much mam ............. so nice,4
UgiYyOY14nWf-ngCoAEC,main parathe Daba k badha rahi thi mera alu bahr nikal gaya... aur alu parathe kharap ho gaya..ðŸ˜­,6
UghCS-iSfpenIngCoAEC,Thank you ma'am thank you so...much ðŸ˜Š,1
Ugjgt_xxuXFApHgCoAEC,veritys of parathas  on youtube,6
UgiXj_O2kFywX3gCoAEC,Thank you mam. ðŸ˜Š,1
UghFgeTIAVhwdXgCoAEC,"You have a motherly approach to teaching us how to cook. :) A really beautiful, feel-good factor when watching this video and I found myself smiling throughout it. Thank you so much.  :)",5
Ughc9PZcPN-zxXgCoAEC,thanks,1
UgiBTA--FStIBXgCoAEC,hi ma'am i made this paratha it was tasty... but one mistake was ther that was saltðŸ˜Š,6
Ugh0dwRnOtitvHgCoAEC,Thanks so much,1
Uggt0XP8siOmSngCoAEC,Very nice,3
Ugho1ORdibCMi3gCoAEC,aunty namaÃŸte my mom loves you,6
Ugjhp5XqMmFTDngCoAEC,thank u 4 this,1
Ugg7lEbe9wZjXXgCoAEC,thanks,1
UggTjjfsmXDgTXgCoAEC,nice,3
UggdwDF1N4CKSngCoAEC,thank you nishaji for a neat explanation. ...,5
Ugg3qGgvBd3npHgCoAEC,allu paratha me pyas or garlic dalne se acha lagega kya,7
UghOT6Xfppw9aHgCoAEC,very nice nisha ji,3
UggaClUgAoko8ngCoAEC,good,3
UggM5Q9-7phkHHgCoAEC,Hi ma'am... i luv ur recipes... i really like n enjoy it... for every recipe I'll follow u only thanku ma'am for recipes... I'm learning how to cook foodðŸ˜Š,5
Ugh7hQY9H2J753gCoAEC,very testy,2
UgiOYLwaDO7I8XgCoAEC,just awesome,3
UghN-5zALmlWgXgCoAEC,nice nisha,3
UggztrsLXouqrngCoAEC,aapka watsap no plz,6
UghcxF-oVtNycXgCoAEC,aap mujhe bahut acche lagte ho or aapki recipe bhi,5
UgjqU6s7cVowVXgCoAEC,"I am Seriously in Love With You And Your Receipes .. <3
Much Respect From Pakistan .. :)",4
Ugi-O8wsaKu5-HgCoAEC,very easy,2
UghTzLVOD7vfS3gCoAEC,aaj ka taja khabar India news,6
UgiqsoNpDF7h8ngCoAEC,Very good mam,3
Ugj9o9D7pu7QYngCoAEC,mam paratha very nice thanks,5
UghN6IvwwRKfm3gCoAEC,nice,3
UgjnuKRk8fGGx3gCoAEC,tried it. it came perfect,6
UgiYc71G7ay2-XgCoAEC,yum yum ðŸ˜šðŸ˜ðŸ˜,2
UghqvlsiGlhipngCoAEC,It's very easy to make prathaaa. thnk u mam for your recipe..,5
Ugh4wSg5-lWOfXgCoAEC,I love,6
UggCWlKA3CEPF3gCoAEC,excellent cook and explain,4
UggoGpeMzrK80XgCoAEC,madam...you r the best...better then sanjeev kappor,4
UggMjg2oxn7Sx3gCoAEC,aapko bahut bahut shukriya mam,1
UgifHeE6ob_VC3gCoAEC,awesome Nisha ji,3
UgjxhCHnxd1NpngCoAEC,already guna hua atta use kr sktr h kya plz reply,7
UghqnkFShVBK5ngCoAEC,mam bahat achha laga try kar ke,6
UghgmigGtaliB3gCoAEC,The way she smile and talk is like my mother is talking very cute she is god bless you.,4
UghYIN9TgiRBVngCoAEC,"mein abhi banaungi..will know you the result mam...
thank you",1
UgicvrfKhvhG6XgCoAEC,nice mam thankyou,5
UghEL8IpLLSsoHgCoAEC,I like that,6
Ugj2cSs_QAdXWXgCoAEC,meri wife ne patta gobhi ke parathe banaye lekin usme se stuffing bahar aa rahi thi wo thik se bel bhi nahi rahe the. aisa q?,7
UgjOILjQtBokEHgCoAEC,hiii nisha ji,6
Ugi230RgT1IaaXgCoAEC,Loved it,6
UgjKcpyCEKHC33gCoAEC,now I want one,6
UghPBUNJEsh9dXgCoAEC,pizza me oregano or mix hubz in mese kya dalna chaiye.kya dalne se zyada acha rahega.,7
Ugjq19KuSE0GXXgCoAEC,Aunty poora material bahar aa jata h belte time.. Mjhe cooking achhe se nhii aati.. Apki saari recipes bht simple or achhi hoti h par aloo paratha nhi bn paa raha aapke jaisa pls help,7
UghxXOmNHmxZ4XgCoAEC,nishaji agar koi reshipes banati ho to turant apki reshipes  dekhti hu.koi dikat bhi nai hoti.aor ap simply  sab batati hai.,5
UgjpHGtI2JOal3gCoAEC,can u show how to make soya chuncks ?,6
UggTUkJjC5753HgCoAEC,Bahut tasti aur Bahut mazedaar.,2
Ugg8PUIbf_w2LHgCoAEC,thanks Nishaji maine aap k bahot recipes banaye hai. bahot tasty banta sb. hum sb ki dua aap ko.,5
UgjlgTPDxdaxTXgCoAEC,"great mam , thank you so much.... u cleared all my doubts....",5
UgiqsDuOC7pOHHgCoAEC,yummy ðŸ˜Š,2
UgjFxyLBEsnuXHgCoAEC,Thanks. ...,1
UghPx0CA4JJ0vHgCoAEC,nice mam,3
Ughlb3vh4s6asngCoAEC,Didi aap jo receipe  bola tha na also ke parathen ham ghar par try  kiya mere family  members  jo bahut pasand aye  thanks alot .,1
UgjfsVqA5Mn8ungCoAEC,you are so sweeet nishaaa g.. love u,4
UgiMQNeOBE55cXgCoAEC,thank you,1
Ugiv-6dYBu375XgCoAEC,love you mem,6
Ugg76UDp349EK3gCoAEC,ANS THANX FOR THE TIPS,1
UggbSMKg0jDBBHgCoAEC,NYC RECEPIE MAM,2
UgjqvrQHmCqm6XgCoAEC,I love to watch  your recipes .thank u mam,1
UggwY6JqGLtc6XgCoAEC,"Thankx for guiding mam
I love your all recipes man",5
Ugjgg8skIMpVVHgCoAEC,Your recipes r very nice maam,2
UghJdDfnB6GkTXgCoAEC,mam aap bahut achha batate h aapki video bahut achhi hoti h or asani se smz aa jata h,5
UgiOyIcTxE0TRngCoAEC,nice very nice paratha anti.,2
Ugh34eZwDGtWFngCoAEC,mam apka video accha laga,3
UgjMA4_WEaJUQXgCoAEC,Biryani,6
UgiNP7mcyPKcfXgCoAEC,mera ek sawal hai Nisha ji ki paratha ka Aata raat ko goond kar fridge mai rakhe jaye aur subhan banaya jaye to chalega,7
Ugi4sIVQCIyLGHgCoAEC,Mujha khana banane ka shauk bahot hai lakin kitche apliancepura nahi hai,6
UghdLvgiR3o8NHgCoAEC,ekdam easy ...i luv your recipe mam,2
UghCUm172QhYQngCoAEC,i am Fan of your,4
UgiQafSlFGBi8ngCoAEC,nice receipe  allðŸ‘Œ,2
UghFuX3cgNbZK3gCoAEC,thank you dd,1
UgiIU8eYCe38sHgCoAEC,patta gobhi paratha,6
UgjSmALu-d_bM3gCoAEC,Ma'am mere parathe hamesha tut jate h aaur bht mote bante h plzz suggest me something :-(,7
UggnDLuze71wd3gCoAEC,thunk u,1
UgiGWt-Ph5mKQXgCoAEC,too good,3
UghPqhV1T3aMangCoAEC,"Hii, mam roti ki recipe bahut badhiya hai. thx.",1
Uggs3Hv-KO9PdHgCoAEC,great.,4
UggcgBSo1CTZl3gCoAEC,Thanks Mam U r the best ðŸŒ¹,5
UghfiIRJYVRhpngCoAEC,"Fantastic Nisha g â˜º
Very nice recipe, 
Thank you so much.",5
UggKTLbfbIp_0HgCoAEC,Very nice,3
Ugj8xlyMLxojrHgCoAEC,wonderful,3
Uggvcd5Qqkkh83gCoAEC,it's too good...,3
UgiSvPRnshAGwXgCoAEC,nice paratha lovely,2
Ugi8EPMqULlXRngCoAEC,nice aunty thanks,1
UgjyVmj2xMTpj3gCoAEC,excellent recipe and very well taught,5
UgiBYgjFxATR3HgCoAEC,very super,3
UghJOMQmkB8xbXgCoAEC,Nice recipie,2
Ugj9QylEmjP6AngCoAEC,U r the best aunty ji. I made and loved your paratha. You take care of your health and keep posting all these good food tricks. thank you.,5
Ugh6oIvzckc__HgCoAEC,THIS PAROTA IS VERY NICE THAMK FOR YOUR GUIDLNESS,5
UgiZCbsH-h1w4ngCoAEC,Thanks Nisha maa,1
UggxUVB_20L-CngCoAEC,nice recipe ðŸ˜ƒðŸ˜ƒ,2
UggySUeISjQj5XgCoAEC,very nice,3
UgjgRxvO_U1F4XgCoAEC,hello mam thanks for guiding but mere paranthe hamesha center mein se mote kyu bante hai. plz guide me,5
UgiMJZOum1_H9HgCoAEC,Nice,3
UgiBmeA5ka9hDHgCoAEC,aapki resipi bhut achhi lgi mene BH try ki bilkul Ã apke jesa,2
UghL41TCmJJEd3gCoAEC,nice,3
Ugiia-BuKFAyIngCoAEC,thanks a lot. i tried a lot before so many times..but everytime the preparartion was something wrong. but after watching dis it came out perfectly..all liked a lot. .thanks mam,1
UgidXk1fR3nJ6HgCoAEC,"Very good N well explained, Thanks",5
UghjIaBRSrlNaHgCoAEC,Thankx mam,1
UgjTyyqq8Phby3gCoAEC,"aunty ji you r to good 
jb meri shadi hogi m apni wife ko apke pas bhejunga plz usko bhi SB kuch sikha dena",4
Uggj-_jrFELD4XgCoAEC,very nice,3
UggSUjgD7vJgTngCoAEC,aj fir try kia mam.. but pure belan per tawe per aloo ki stuff fel gyi.. nahi bane mam...,6
UgioEZEE4-RMsXgCoAEC,me 10 bar try kr chuki hu..her bar belne per aloo parathe se bahar aajete he...apk jesa nhi Banata paratha,6
UghwvTXAnMeZDXgCoAEC,so much,6
UgiIlJTeWaM3a3gCoAEC,love u mam,6
UggDx5ZitwDO6HgCoAEC,wow very nice mam,3
UgiiNADr-FX1CHgCoAEC,plz ap mujhe atte ke sath  gunth ke Ji aloo ke parate bante h WO recipe batye plz,6
UghnQDL9y2xk6ngCoAEC,yummy paratha,2
UgiBagnI54SIJXgCoAEC,hi madam very nice parata and also yours cooking explain style is assume madam. I did  some recipes madam all r very   nice thanq madam. keep cooking.,5
UgizAcKrfZ7GtngCoAEC,Mam I made this for dinner and my hubby just loved it thank you so much for this tasty easy recipeðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ‘ðŸ‘ðŸ‘,5
Ughju8L40TpPLngCoAEC,superb video,3
Ugil8VuTlzfVSHgCoAEC,thank you,1
UghnVx7kIh7gDHgCoAEC,so nice nisha madam,3
Ugja3ZSZKEexPXgCoAEC,agr aalu geela ho jaaye to kya kra jaaaye,7
UgjxDts0NbQB6HgCoAEC,nice recipe mam luv u,2
UgiK_rt_rSgTTHgCoAEC,very good video ma'am. and your small small tips are useful.,5
UghV59lLkaINB3gCoAEC,super,3
UgiumwV5aGkVfngCoAEC,"superb madam aap bahut accha seek rahi his. thank u.,ðŸ˜ƒ",5
Ugi0uBzpQpkUgngCoAEC,I want to cook stuffed naun,6
UgjrkKKhYbaNWHgCoAEC,very nice,3
UgjkxEn_8-eXf3gCoAEC,Too much oily..Its good for children I guess.,6
UgjYaBoDqa-4UngCoAEC,Apka sikhane ka tarika bahut hi badiya he,4
UggSFf2pgQrLrHgCoAEC,it came out very tasty thank u,5
UggEZnUbaY5bXngCoAEC,wow,3
Ugioqa0sqFV6tHgCoAEC,good receips,2
UghpTPOh8F6RmngCoAEC,very easy to make,2
UgiqUxKYukVsJXgCoAEC,u r awesome mam,4
UghvtKR7rw6gsXgCoAEC,ajay,6
UggQ3J8SyvQxEXgCoAEC,Very tasty madam,2
UgjlCE4Sck0QyXgCoAEC,thaks u mother,1
Ugj9f0a4upYjXHgCoAEC,my ne aloo ka paratha banaya acha bana tha thankx,1
Ugid0ulJS3SyJ3gCoAEC,u r awesome .. now i  m trying to do this,4
UgjXOMhbrKiBd3gCoAEC,love ur recipes,2
UgiWsJfHHNAl3XgCoAEC,zabrdastâ¤,3
UggVpX8aNgQ1u3gCoAEC,Aapki voice bahut aachi hain,4
UghZQDd6_PiWx3gCoAEC,I tried this and it turned out very yummy,2
Ugi8bbf63rnEGHgCoAEC,Namaskar madam yesterday aalo parotha banye bohot hi acchye huye thanks mam I love u,1
Uggxl5SCmzZdkngCoAEC,nice,3
UgiTLhouLEXb8ngCoAEC,very nice madam,3
UgiMxojP48kLPHgCoAEC,"nice... made it today,describing language was so sweet",5
Ughp8WSOItSXEXgCoAEC,very nice glad to see that your channel is growing :D,6
UgjJT4yqKU8WT3gCoAEC,so sweet...,4
UghtOYJhM07vFHgCoAEC,wow thank u mam mene aj try kie and so yummy thnk u,5
Ugj0qxjbtbBCyngCoAEC,Thanks it helped me a lot,1
UgjkatJIRTpcBXgCoAEC,ek aur chiz your food is better than my mom.,4
UgjWzziKWpSL03gCoAEC,"hi madulika mam I love your recipes am only 15 years old and i try to cook everything. you make in you your videos.
sometime I will do all the things perfectly but sometimes messed up.",6
UghsQHE-Cr_F1XgCoAEC,hi,6
UghLS9_7XHVPEXgCoAEC,1 million subscribe rs ðŸ‘ðŸ‘ŒðŸ‘Œ,6
UghgHhQWLLaWkHgCoAEC,very nice mam,3
UggQCl1jT3TSlHgCoAEC,thanks mam,1
UgjyvPAWph2mK3gCoAEC,Madam ji I love it..,6
UgiFTSC3sy6y03gCoAEC,hum isme matar pyaj bi daal shkte h na mam,7
UgibJlvL4dGMRHgCoAEC,paratha  recipes  bahut acchi  hai,2
UggLmgl-zb5w6HgCoAEC,yummy recipe,2
Uggc1AvYJKkXn3gCoAEC,"I love the way she explains like a mom,mam ur receipes help to cook being miles away from home",5
UgjZypTfdbPg3XgCoAEC,well done,4
UggVRMImavEm7XgCoAEC,"aap ka recipe mujhe bahut pasand aata h
or aap vi...thanxs vedio recipe upload karne ke liye",5
UghE3AJqcTaiaXgCoAEC,hi,6
UgghJuJXmB_NfHgCoAEC,Its very tasty,2
UgjMFrZDupfYEHgCoAEC,Nice recipe,2
UghUagotr04BWHgCoAEC,Wow,3
UghDiA0hA80VEngCoAEC,mere husband ko bhi aapki recipe bahut pasand hai,6
UgiNqBU_nWxly3gCoAEC,Please share  your new recipe of Cake without egg.,6
UgiNPRYGaWzteXgCoAEC,please make egg Parantha Nisha mam,6
UggzCqecGGhMp3gCoAEC,Thank u mam,1
Ugg8U2OLpRTvFngCoAEC,Mam aapki har chiz bnaati ho mei aasaani se seekh jaati hu mere husband ko bhi ab har recipe achhi lagti hei,6
UgiU9uru0RH-yXgCoAEC,good recipes,2
Uggfzp3cEH-20HgCoAEC,wow aunty great...really like parata,5
Ugiio50gfe7AkngCoAEC,hi nisha ji aloo parathe bohot acha bane hain apki recipes se bohot help milti hai thank you,1
Ugj2b4eY7byb-3gCoAEC,we tried your recipe of aloo ka paratha we did well in accordance of said direction but unfortunately the edges of our prepaid paratha became very thick and bulky so my aunt is going to prepare another paratha ad usually the way of Pakistani custom and direction for a delicious Pakistani made should Desi ghee paratha. but anyhow your other recipes are wonderful and awesome.,5
Ugj5ePFlbNrmuHgCoAEC,waaaaaaoooo mem aap kitna testy khana banate h thanks mujhe aapki recipe se bahut help mili,5
UgiDkWKeyXwakXgCoAEC,nicccc.....,3
UgizOp-kXbkw8HgCoAEC,nice yummy,2
UggnISsdXwOZOHgCoAEC,"very easy and swadist 
thanks aunty",5
UgiDLIOcdMbuJHgCoAEC,good and easy.....thank u aunty,5
UggM7iITWps-wngCoAEC,super ALU porota,2
UgjwkeYGsJkJJXgCoAEC,good,3
UghfbAEa06KFSXgCoAEC,I love your recipes,2
Ugg-Ys8U48Dco3gCoAEC,aunty g I love u.. u r great thanks,5
UgjEiDBH1mPFL3gCoAEC,is it all purpose flour or wheat flour,7
UgguoLh9KkARTXgCoAEC,v beautiful. Ur kitchen,6
Ugjr0B_dScgcwXgCoAEC,"Nishaji, if I want to do with left over dough is it come as nicely like urs",6
Ugi_6CfxqR-IUHgCoAEC,hello mem bobay ice halwa banana shikhai.. mene kai bar banaya. lekin soft hi rahta he. pl.. mem..,6
UgjrR-vE0_0_lXgCoAEC,waooo superb,3
UghStbTTCnHOYHgCoAEC,cute voice.. Bhahut ache banaya paratha aapne.,4
Uggk2uhPLT7ItHgCoAEC,hello  mam  kya  wheat  k ata  ki  jagah hum maida  use  kar  sahkte  ha  please  mam  tell me,7
Ugg6qhraH2LjtXgCoAEC,Woww,3
UggSATYIrKuB63gCoAEC,"heyy aunty g....
u r so sweet......",4
